,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
14,frozenset({'Apple Pencil'}),frozenset({'Apple USB-C Charger cable'}),0.17970937208372217,0.13211571790427942,0.025463271563791495,0.14169139465875372,1.0724794665341189,1.0,0.0017208388568232674,1.0111564496672698,0.08238691720635147,0.08891992551210427,0.01103335657992499,0.16721300308114276
15,frozenset({'Apple USB-C Charger cable'}),frozenset({'Apple Pencil'}),0.13211571790427942,0.17970937208372217,0.025463271563791495,0.1927346115035318,1.0724794665341186,1.0,0.0017208388568232674,1.0161350153312891,0.07786892497245478,0.08891992551210427,0.015878810480739802,0.16721300308114276
16,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'Apple Pencil'}),0.23836821757099053,0.17970937208372217,0.05092654312758299,0.21364653243847875,1.188844688294532,1.0,0.008089540423184209,1.0431576406218384,0.2085617169622327,0.13870733478576616,0.04137211763709233,0.2485146608779931
17,frozenset({'Apple Pencil'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.17970937208372217,0.23836821757099053,0.05092654312758299,0.28338278931750743,1.188844688294532,1.0,0.008089540423184209,1.0628153651286798,0.19364750349508134,0.13870733478576616,0.05910280109760604,0.2485146608779931
18,frozenset({'HP 61 ink'}),frozenset({'Apple Pencil'}),0.1638448206905746,0.17970937208372217,0.03319557392347687,0.20260374288039054,1.1273966434316094,1.0,0.003751124078003657,1.0287114099072503,0.13514325157773943,0.10695876288659795,0.027910072378646095,0.19366092188529913
19,frozenset({'Apple Pencil'}),frozenset({'HP 61 ink'}),0.17970937208372217,0.1638448206905746,0.03319557392347687,0.1847181008902077,1.1273966434316094,1.0,0.003751124078003657,1.0256025311274843,0.13775694358777535,0.10695876288659795,0.024963404779567596,0.19366092188529913
20,frozenset({'Nylon Braided Lightning to USB cable'}),frozenset({'Apple Pencil'}),0.09532062391681109,0.17970937208372217,0.021730435941874418,0.22797202797202798,1.2685594820609658,1.0,0.004600426471155668,1.0625141285509758,0.23401029546576413,0.08578947368421054,0.058836044501573516,0.17444595463883297
21,frozenset({'Apple Pencil'}),frozenset({'Nylon Braided Lightning to USB cable'}),0.17970937208372217,0.09532062391681109,0.021730435941874418,0.12091988130563798,1.2685594820609658,1.0,0.004600426471155668,1.029120505451594,0.2580844896848164,0.08578947368421054,0.028296497152017458,0.17444595463883297
22,frozenset({'Screen Mom Screen Cleaner kit'}),frozenset({'Apple Pencil'}),0.12958272230369283,0.17970937208372217,0.03079589388081589,0.23765432098765432,1.322436989412756,1.0,0.00750866422271991,1.0760087588861296,0.2801188702551851,0.1105792245093346,0.07063953546699091,0.2045096530754295
23,frozenset({'Apple Pencil'}),frozenset({'Screen Mom Screen Cleaner kit'}),0.17970937208372217,0.12958272230369283,0.03079589388081589,0.17136498516320472,1.322436989412756,1.0,0.00750866422271991,1.050422999404317,0.29723648690006566,0.1105792245093346,0.04800256604521346,0.2045096530754295
24,frozenset({'Apple Pencil'}),frozenset({'Stylus Pen for iPad'}),0.17970937208372217,0.09505399280095987,0.021730435941874418,0.12091988130563798,1.27211785367965,1.0,0.004648342581563273,1.0294238124086972,0.26077258935987147,0.08587987355110642,0.028582797535885458,0.17476569100345013
25,frozenset({'Stylus Pen for iPad'}),frozenset({'Apple Pencil'}),0.09505399280095987,0.17970937208372217,0.021730435941874418,0.2286115007012623,1.2721178536796502,1.0,0.004648342581563273,1.0633949412805566,0.23637798207591176,0.08587987355110642,0.059615612995314225,0.17476569100345013
26,frozenset({'USB 2.0 Printer cable'}),frozenset({'Apple Pencil'}),0.1709105452606319,0.17970937208372217,0.036395147313691506,0.21294851794071765,1.1849605586597352,1.0,0.005680920542416767,1.0422324925556672,0.1882668438384791,0.1158252015273653,0.040521182036945075,0.207735386566798
27,frozenset({'Apple Pencil'}),frozenset({'USB 2.0 Printer cable'}),0.17970937208372217,0.1709105452606319,0.036395147313691506,0.20252225519287834,1.1849605586597352,1.0,0.005680920542416767,1.0396396139429471,0.1902862834115881,0.1158252015273653,0.03812822579221426,0.207735386566798
28,frozenset({'Apple Pencil'}),frozenset({'VIVO Dual LCD Monitor Desk mount'}),0.17970937208372217,0.17411011865084655,0.036528462871617116,0.2032640949554896,1.1674456173515526,1.0,0.005239242775451118,1.0365917691421405,0.17485150558566764,0.11512605042016805,0.035300076878309536,0.20653250689581526
29,frozenset({'VIVO Dual LCD Monitor Desk mount'}),frozenset({'Apple Pencil'}),0.17411011865084655,0.17970937208372217,0.036528462871617116,0.20980091883614088,1.1674456173515524,1.0,0.005239242775451118,1.0380809690490882,0.1736660716494936,0.11512605042016805,0.036684006531755686,0.20653250689581526
30,frozenset({'HP 61 ink'}),frozenset({'Apple USB-C Charger cable'}),0.1638448206905746,0.13211571790427942,0.023463538194907346,0.14320585842148087,1.0839426276685449,1.0,0.0018170620844741477,1.012943763243723,0.09261671643089055,0.08610567514677102,0.012778363136640254,0.16040212194535194
31,frozenset({'Apple USB-C Charger cable'}),frozenset({'HP 61 ink'}),0.13211571790427942,0.1638448206905746,0.023463538194907346,0.17759838546922302,1.0839426276685449,1.0,0.0018170620844741477,1.0167236597492522,0.0892307289484709,0.08610567514677102,0.016448579305587022,0.16040212194535194
32,frozenset({'USB 2.0 Printer cable'}),frozenset({'Apple USB-C Charger cable'}),0.1709105452606319,0.13211571790427942,0.028529529396080524,0.1669266770670827,1.263488400282732,1.0,0.005949560011560297,1.0417861888077844,0.2515294552569531,0.1039339485186984,0.040110138967770714,0.191435084244944
33,frozenset({'Apple USB-C Charger cable'}),frozenset({'USB 2.0 Printer cable'}),0.13211571790427942,0.1709105452606319,0.028529529396080524,0.21594349142280528,1.263488400282732,1.0,0.005949560011560297,1.0574358425311634,0.24028597269477592,0.1039339485186984,0.05431614876386275,0.191435084244944
34,frozenset({'Apple USB-C Charger cable'}),frozenset({'VIVO Dual LCD Monitor Desk mount'}),0.13211571790427942,0.17411011865084655,0.026529796027196375,0.2008072653884965,1.153334837426579,1.0,0.0035271127072405116,1.0334051419406705,0.15318759697103032,0.09485224022878933,0.032325310359824416,0.1765904627095622
35,frozenset({'VIVO Dual LCD Monitor Desk mount'}),frozenset({'Apple USB-C Charger cable'}),0.17411011865084655,0.13211571790427942,0.026529796027196375,0.15237366003062788,1.153334837426579,1.0,0.0035271127072405116,1.023899613746171,0.1609767968170149,0.09485224022878933,0.02334175482177263,0.1765904627095622
36,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'FEIYOLD Blue light Blocking Glasses'}),0.23836821757099053,0.0658578856152513,0.027596320490601255,0.11577181208053693,1.7579035676439423,1.0,0.011897893683499625,1.0564491464389187,0.5660748306050021,0.09975903614457832,0.053432904583431924,0.2674000760807543
37,frozenset({'FEIYOLD Blue light Blocking Glasses'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.0658578856152513,0.23836821757099053,0.027596320490601255,0.4190283400809717,1.7579035676439423,1.0,0.011897893683499625,1.3109620227175287,0.46153639321341183,0.09975903614457832,0.23720139663003123,0.2674000760807543
38,frozenset({'Falcon Dust Off Compressed Gas'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.05999200106652446,0.23836821757099053,0.022796960405279298,0.38000000000000006,1.5941722595078303,1.0,0.0084967740425349,1.2284383587564671,0.3965021758765089,0.08272859216255443,0.18595834062664107,0.23781879194630876
39,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'Falcon Dust Off Compressed Gas'}),0.23836821757099053,0.05999200106652446,0.022796960405279298,0.09563758389261746,1.5941722595078303,1.0,0.0084967740425349,1.0394151528095574,0.48936405428063434,0.08272859216255443,0.03792051010899498,0.23781879194630876
40,frozenset({'HP 61 ink'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.1638448206905746,0.23836821757099053,0.05265964538061592,0.3213995117982099,1.3483320682317521,1.0,0.013604247514365099,1.1223566673923893,0.30896530289330915,0.15064836003051105,0.10901763311716656,0.27115836887449646
41,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'HP 61 ink'}),0.23836821757099053,0.1638448206905746,0.05265964538061592,0.220917225950783,1.348332068231752,1.0,0.013604247514365099,1.0732558941889825,0.3391966356987283,0.15064836003051105,0.0682557576302333,0.27115836887449646
42,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'HP 62XL Tri-Color ink'}),0.23836821757099053,0.058525529929342755,0.020130649246767097,0.08445190156599552,1.4429925140012128,1.0,0.006180022995112005,1.0283178695701496,0.40307628819133307,0.07273603082851639,0.027538050643802384,0.2142077275483736
43,frozenset({'HP 62XL Tri-Color ink'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.058525529929342755,0.23836821757099053,0.020130649246767097,0.3439635535307517,1.4429925140012128,1.0,0.006180022995112005,1.1609595572442193,0.3260796990140309,0.07273603082851639,0.1386435524302763,0.2142077275483736
44,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'Logitech M510 Wireless mouse'}),0.23836821757099053,0.07145713904812692,0.023596853752832957,0.09899328859060404,1.385351973354703,1.0,0.006563742885208515,1.0305615365499374,0.36521819104213693,0.08244061481136468,0.029655227238782604,0.21460858459380946
45,frozenset({'Logitech M510 Wireless mouse'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.07145713904812692,0.23836821757099053,0.023596853752832957,0.3302238805970149,1.385351973354703,1.0,0.006563742885208515,1.1371438311474906,0.2995680582087191,0.08244061481136468,0.12060376831055641,0.21460858459380946
46,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'Nylon Braided Lightning to USB cable'}),0.23836821757099053,0.09532062391681109,0.03572856952406346,0.1498881431767338,1.57246288387228,1.0,0.013007162303258473,1.0641886344978566,0.4779933694036383,0.11991051454138703,0.060316970522941375,0.26235665900095434
47,frozenset({'Nylon Braided Lightning to USB cable'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.09532062391681109,0.23836821757099053,0.03572856952406346,0.37482517482517486,1.57246288387228,1.0,0.013007162303258473,1.2182700770396908,0.4024132212500716,0.11991051454138703,0.1791639482519931,0.26235665900095434
48,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'Premium Nylon USB Cable'}),0.23836821757099053,0.0510598586855086,0.020130649246767097,0.08445190156599552,1.653978364612356,1.0,0.007959601742475753,1.0364721885585282,0.519144787709685,0.07475247524752475,0.03518877685396634,0.23935388811981237
49,frozenset({'Premium Nylon USB Cable'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.0510598586855086,0.23836821757099053,0.020130649246767097,0.3942558746736292,1.6539783646123563,1.0,0.007959601742475753,1.2573490201306492,0.41667240407213124,0.07475247524752475,0.2046758823607374,0.23935388811981237
50,frozenset({'SanDisk Ultra 128GB card'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.06332489001466471,0.23836821757099053,0.020263964804692707,0.32,1.342460850111857,1.0,0.0051693236440180645,1.1200467388661905,0.27234557358383155,0.0720037896731407,0.10718011552599337,0.20250559284116332
51,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'SanDisk Ultra 128GB card'}),0.23836821757099053,0.06332489001466471,0.020263964804692707,0.08501118568232663,1.342460850111857,1.0,0.0051693236440180645,1.023701159323826,0.33493786101872924,0.0720037896731407,0.023152420125694857,0.20250559284116332
52,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'SanDisk Ultra 64GB card'}),0.23836821757099053,0.09825356619117451,0.040927876283162246,0.17170022371364654,1.7475215442008993,1.0,0.01750734884017864,1.0886715892303713,0.5616375247948704,0.13841298467087468,0.08144934625607078,0.2941269096858599
53,frozenset({'SanDisk Ultra 64GB card'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.09825356619117451,0.23836821757099053,0.040927876283162246,0.41655359565807326,1.7475215442008991,1.0,0.01750734884017864,1.305401450349256,0.4743694824294936,0.13841298467087468,0.2339521304098035,0.2941269096858599
54,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'Screen Mom Screen Cleaner kit'}),0.23836821757099053,0.12958272230369283,0.04799360085321957,0.20134228187919462,1.5537741320739085,1.0,0.01710519830969167,1.0898502048466365,0.4679502888149834,0.15,0.08244271042668692,0.2858563261247825
55,frozenset({'Screen Mom Screen Cleaner kit'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.12958272230369283,0.23836821757099053,0.04799360085321957,0.3703703703703704,1.5537741320739085,1.0,0.01710519830969167,1.209650477975486,0.4094654617858785,0.15,0.17331492178332722,0.2858563261247825
56,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'Stylus Pen for iPad'}),0.23836821757099053,0.09505399280095987,0.03372883615517931,0.14149888143176736,1.4886158620191963,1.0,0.011070985318208743,1.0540999745093707,0.43096287573795017,0.11254448398576512,0.05132338091038406,0.24816879555459337
57,frozenset({'Stylus Pen for iPad'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.09505399280095987,0.23836821757099053,0.03372883615517931,0.3548387096774194,1.4886158620191963,1.0,0.011070985318208743,1.1805292627649648,0.36271227299512515,0.11254448398576512,0.15292231074572427,0.24816879555459337
58,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'Syntech USB C to USB Adapter'}),0.23836821757099053,0.08105585921877083,0.027463004932675644,0.11521252796420582,1.4213966649005063,1.0,0.0081418642470121,1.0386043765593158,0.38925190206631444,0.09406392694063927,0.0371694722558404,0.22701415871894504
59,frozenset({'Syntech USB C to USB Adapter'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.08105585921877083,0.23836821757099053,0.027463004932675644,0.33881578947368424,1.4213966649005065,1.0,0.0081418642470121,1.1519207057632783,0.32261658443418756,0.09406392694063927,0.13188469050273158,0.22701415871894504
60,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'TopMate C5 Laptop Cooler pad'}),0.23836821757099053,0.07652313024930009,0.023996800426609784,0.10067114093959731,1.315564857470243,1.0,0.005756118266131375,1.0268511462153305,0.3149425287356322,0.08249312557286893,0.026149015185205637,0.20712999555690664
61,frozenset({'TopMate C5 Laptop Cooler pad'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.07652313024930009,0.23836821757099053,0.023996800426609784,0.313588850174216,1.315564857470243,1.0,0.005756118266131375,1.1095853886148515,0.25974688417304276,0.08249312557286893,0.09876246545716685,0.20712999555690664
62,frozenset({'Dust-Off Compressed Gas 2 pack'}),frozenset({'VIVO Dual LCD Monitor Desk mount'}),0.23836821757099053,0.17411011865084655,0.05972536995067324,0.2505592841163311,1.4390851379453289,1.0,0.01822305130679728,1.1020082894420047,0.4006057612962917,0.16931216931216933,0.09256580954908791,0.29679572169063106
63,frozenset({'VIVO Dual LCD Monitor Desk mount'}),frozenset({'Dust-Off Compressed Gas 2 pack'}),0.17411011865084655,0.23836821757099053,0.05972536995067324,0.3430321592649311,1.4390851379453289,1.0,0.01822305130679728,1.1593136455154853,0.36943675775394913,0.16931216931216933,0.1374206593114385,0.29679572169063106
64,frozenset({'VIVO Dual LCD Monitor Desk mount'}),frozenset({'FEIYOLD Blue light Blocking Glasses'}),0.17411011865084655,0.0658578856152513,0.022930275963204905,0.13169984686064318,1.9997582010155557,1.0,0.01146375168463962,1.0758285726512185,0.6053343844435686,0.10565110565110565,0.07048388059107813,0.23993899225623253
65,frozenset({'FEIYOLD Blue light Blocking Glasses'}),frozenset({'VIVO Dual LCD Monitor Desk mount'}),0.0658578856152513,0.17411011865084655,0.022930275963204905,0.3481781376518219,1.999758201015556,1.0,0.01146375168463962,1.267048451510813,0.5351857444880701,0.10565110565110565,0.2107641986321737,0.23993899225623253
66,frozenset({'HP 61 ink'}),frozenset({'Nylon Braided Lightning to USB cable'}),0.1638448206905746,0.09532062391681109,0.022930275963204905,0.13995117982099267,1.468215104667505,1.0,0.007312485429441294,1.0518930493909548,0.3813896016255338,0.09706546275395034,0.049333009112476574,0.1902553101902166
67,frozenset({'Nylon Braided Lightning to USB cable'}),frozenset({'HP 61 ink'}),0.09532062391681109,0.1638448206905746,0.022930275963204905,0.24055944055944053,1.4682151046675047,1.0,0.007312485429441294,1.1010146467886541,0.35250155929787036,0.09706546275395034,0.0917468692022263,0.1902553101902166
68,frozenset({'HP 61 ink'}),frozenset({'SanDisk Ultra 64GB card'}),0.1638448206905746,0.09825356619117451,0.023063591521130515,0.1407648494711147,1.4326691124597442,1.0,0.0069652535863280254,1.049475726468794,0.3611795151586646,0.09648633575013942,0.0471432785160898,0.18775013165550308
69,frozenset({'SanDisk Ultra 64GB card'}),frozenset({'HP 61 ink'}),0.09825356619117451,0.1638448206905746,0.023063591521130515,0.23473541383989144,1.4326691124597442,1.0,0.0069652535863280254,1.0926354027500824,0.3349080306143028,0.09648633575013942,0.08478162296126046,0.18775013165550308
70,frozenset({'HP 61 ink'}),frozenset({'Screen Mom Screen Cleaner kit'}),0.1638448206905746,0.12958272230369283,0.03212904946007199,0.19609438567941412,1.5132757067708698,1.0,0.010897591559626912,1.0827356622355886,0.4056446619104072,0.12295918367346938,0.07641353759860398,0.22201838625534492
71,frozenset({'Screen Mom Screen Cleaner kit'}),frozenset({'HP 61 ink'}),0.12958272230369283,0.1638448206905746,0.03212904946007199,0.2479423868312757,1.5132757067708698,1.0,0.010897591559626912,1.111823302720604,0.38967733489080625,0.12295918367346938,0.10057650567943223,0.22201838625534492
72,frozenset({'HP 61 ink'}),frozenset({'USB 2.0 Printer cable'}),0.1638448206905746,0.1709105452606319,0.03439541394480736,0.209926769731489,1.2282844771886887,1.0,0.006392606302450789,1.0493830482746482,0.22227495649422555,0.11451398135818909,0.04705912522204519,0.20558740982674295
73,frozenset({'USB 2.0 Printer cable'}),frozenset({'HP 61 ink'}),0.1709105452606319,0.1638448206905746,0.03439541394480736,0.20124804992199688,1.2282844771886887,1.0,0.006392606302450789,1.0468270897213705,0.22416924379028505,0.11451398135818909,0.04473240154095959,0.20558740982674295
74,frozenset({'HP 61 ink'}),frozenset({'VIVO Dual LCD Monitor Desk mount'}),0.1638448206905746,0.17411011865084655,0.03919477403012932,0.23921887713588283,1.3739516059695691,1.0,0.010667732859366695,1.085581459014021,0.32550456407052614,0.13119143239625167,0.07883467270318921,0.23216686582674695
75,frozenset({'VIVO Dual LCD Monitor Desk mount'}),frozenset({'HP 61 ink'}),0.17411011865084655,0.1638448206905746,0.03919477403012932,0.22511485451761104,1.3739516059695691,1.0,0.010667732859366695,1.0790698262629541,0.32955038351095073,0.13119143239625167,0.07327591258555491,0.23216686582674695
76,frozenset({'Logitech M510 Wireless mouse'}),frozenset({'VIVO Dual LCD Monitor Desk mount'}),0.07145713904812692,0.17411011865084655,0.021197173710171976,0.2966417910447761,1.7037596283513519,1.0,0.008755762752052558,1.174209486480494,0.4448504878390153,0.09447415329768272,0.148363208172214,0.20919378985623185
77,frozenset({'VIVO Dual LCD Monitor Desk mount'}),frozenset({'Logitech M510 Wireless mouse'}),0.17411011865084655,0.07145713904812692,0.021197173710171976,0.1217457886676876,1.7037596283513519,1.0,0.008755762752052558,1.057259787622621,0.5001426388698534,0.09447415329768272,0.054158673481166486,0.20919378985623185
78,frozenset({'Screen Mom Screen Cleaner kit'}),frozenset({'Nylon Braided Lightning to USB cable'}),0.12958272230369283,0.09532062391681109,0.023596853752832957,0.1820987654320988,1.9103815937149273,1.0,0.011244947814006083,1.1060985579281253,0.5474895576709907,0.11721854304635763,0.09592143228797127,0.21482560649227317
79,frozenset({'Nylon Braided Lightning to USB cable'}),frozenset({'Screen Mom Screen Cleaner kit'}),0.09532062391681109,0.12958272230369283,0.023596853752832957,0.24755244755244757,1.9103815937149273,1.0,0.011244947814006083,1.1567813263064306,0.526754984089876,0.11721854304635763,0.13553238001086065,0.21482560649227317
80,frozenset({'Nylon Braided Lightning to USB cable'}),frozenset({'VIVO Dual LCD Monitor Desk mount'}),0.09532062391681109,0.17411011865084655,0.027862951606452472,0.29230769230769227,1.678866768759571,1.0,0.011266666466423773,1.1670183106020646,0.44696511393426097,0.11534216335540838,0.1431154156577885,0.2261691600895276
81,frozenset({'VIVO Dual LCD Monitor Desk mount'}),frozenset({'Nylon Braided Lightning to USB cable'}),0.17411011865084655,0.09532062391681109,0.027862951606452472,0.16003062787136293,1.678866768759571,1.0,0.011266666466423773,1.0770385279531858,0.4896053693555924,0.11534216335540838,0.07152810781949505,0.2261691600895276
82,frozenset({'Screen Mom Screen Cleaner kit'}),frozenset({'SanDisk Ultra 64GB card'}),0.12958272230369283,0.09825356619117451,0.021997067057725635,0.1697530864197531,1.7277040722314354,1.0,0.009265102474627166,1.0861183812418567,0.483902588451524,0.10686528497409327,0.07929005044863512,0.19681684171733924
83,frozenset({'SanDisk Ultra 64GB card'}),frozenset({'Screen Mom Screen Cleaner kit'}),0.09825356619117451,0.12958272230369283,0.021997067057725635,0.22388059701492538,1.7277040722314356,1.0,0.009265102474627166,1.121499184724088,0.467090479006505,0.10686528497409327,0.10833640039959494,0.19681684171733924
84,frozenset({'VIVO Dual LCD Monitor Desk mount'}),frozenset({'SanDisk Ultra 64GB card'}),0.17411011865084655,0.09825356619117451,0.03919477403012932,0.22511485451761104,2.2911621760333793,1.0,0.022087833962715117,1.1637162475833263,0.6823431228827286,0.16809605488850773,0.1406839922732999,0.31201468641755725
85,frozenset({'SanDisk Ultra 64GB card'}),frozenset({'VIVO Dual LCD Monitor Desk mount'}),0.09825356619117451,0.17411011865084655,0.03919477403012932,0.3989145183175034,2.291162176033379,1.0,0.022087833962715117,1.3739973872558149,0.6249431765609852,0.16809605488850773,0.2721965781920247,0.31201468641755725
86,frozenset({'USB 2.0 Printer cable'}),frozenset({'Screen Mom Screen Cleaner kit'}),0.1709105452606319,0.12958272230369283,0.023730169310758567,0.1388455538221529,1.0714819950822727,1.0,0.001583115585477378,1.010756295295893,0.08046562636068179,0.0857418111753372,0.010641828644504374,0.1609865629193069
87,frozenset({'Screen Mom Screen Cleaner kit'}),frozenset({'USB 2.0 Printer cable'}),0.12958272230369283,0.1709105452606319,0.023730169310758567,0.18312757201646093,1.0714819950822727,1.0,0.001583115585477378,1.014955856431569,0.07664508046210446,0.0857418111753372,0.014735474786215397,0.1609865629193069
88,frozenset({'Screen Mom Screen Cleaner kit'}),frozenset({'VIVO Dual LCD Monitor Desk mount'}),0.12958272230369283,0.17411011865084655,0.03546193840821224,0.27366255144032925,1.5717785592296398,1.0,0.012900275252816583,1.1370608564750384,0.41793525013329785,0.13220675944333996,0.12053959618303628,0.23866894800194105
89,frozenset({'VIVO Dual LCD Monitor Desk mount'}),frozenset({'Screen Mom Screen Cleaner kit'}),0.17411011865084655,0.12958272230369283,0.03546193840821224,0.20367534456355285,1.57177855922964,1.0,0.012900275252816583,1.0930432352609396,0.4404679980823732,0.13220675944333996,0.08512310607615409,0.23866894800194105
90,frozenset({'USB 2.0 Printer cable'}),frozenset({'Stylus Pen for iPad'}),0.1709105452606319,0.09505399280095987,0.020130649246767097,0.11778471138845555,1.2391348108342286,1.0,0.0038849195079548662,1.0257655006447122,0.23276777318812575,0.08188720173535792,0.0251183146913384,0.16478295877978177
